0,590,483,715,0,
1,590,484,716,1,
2,591,484,716,2,
3,589,484,715,3,
4,586,485,712,7,
5,575,488,701,26,
6,560,490,691,46,
7,547,487,680,65,
8,538,492,679,86,
9,529,496,682,105,
10,519,501,682,125,
11,507,501,683,148,
12,492,507,692,169,
13,477,515,704,191,
14,456,508,711,214,
15,439,506,709,235,
16,417,495,700,257,
17,397,492,690,279,
18,376,495,684,301,
19,362,495,686,322,
20,360,493,686,345,
21,363,492,689,366,
22,366,492,695,388,
23,372,497,697,409,
24,384,493,690,432,
25,394,485,690,453,
26,412,486,695,475,
27,431,494,698,497,
28,445,500,701,519,
29,464,504,705,540,
30,479,506,703,563,
31,493,504,701,584,
32,508,505,704,606,
33,521,500,697,628,
34,532,490,688,650,
35,543,486,685,671,
36,555,494,687,694,
37,568,489,691,715,
38,578,490,701,737,
39,587,492,708,759,
40,591,488,712,781,
41,595,491,710,802,
42,591,487,703,825,
43,587,487,698,846,
44,573,489,703,868,
45,562,495,701,890,
46,556,495,689,912,
47,552,505,684,933,
48,542,508,687,956,
49,530,510,691,977,
50,518,507,693,999,
51,506,506,698,1021,
52,492,504,698,1044,
53,472,501,700,1067,
54,457,502,707,1090,
55,431,503,710,1113,
56,413,506,706,1135,
57,401,505,705,1159,
58,391,512,708,1181,
59,383,505,706,1204,
60,382,503,701,1227,
61,383,495,693,1250,
62,390,487,684,1272,
63,405,486,681,1296,
64,416,486,686,1318,
65,436,490,695,1341,
66,457,498,705,1364,
67,473,507,706,1387,
68,490,503,702,1411,
69,505,497,700,1433,
70,517,492,698,1456,
71,527,493,698,1479,
72,543,498,690,1502,
73,554,496,684,1524,
74,561,489,692,1548,
75,576,486,696,1570,
76,588,484,696,1593,
77,594,486,700,1616,
78,597,491,703,1639,
79,601,496,703,1661,
80,598,502,700,1685,
81,592,505,696,1708,
82,583,502,696,1730,
83,572,505,700,1754,
84,560,501,703,1776,
85,553,503,700,1799,
86,542,497,693,1822,
87,530,498,690,1845,
88,518,496,689,1867,
89,505,497,692,1891,
90,495,496,698,1913,
91,485,501,711,1936,
92,472,516,716,1959,
93,453,510,712,1982,
94,434,504,707,2004,
95,414,491,704,2028,
96,399,480,697,2051,
97,393,489,690,2073,
98,392,495,689,2097,
99,394,511,688,2119,
100,402,517,688,2143,
101,407,511,688,2166,
102,415,509,687,2190,
103,423,501,689,2214,
104,434,492,688,2238,
105,451,498,695,2262,
106,468,504,703,2286,
107,484,503,702,2310,
108,502,504,705,2333,
109,518,498,697,2358,
110,528,501,695,2381,
111,539,500,695,2405,
112,556,503,696,2429,
113,564,497,697,2453,
114,572,492,699,2478,
115,580,493,700,2501,
116,584,491,704,2525,
117,592,488,702,2549,
118,598,489,705,2573,
119,594,482,704,2596,
120,591,487,702,2621,
121,586,487,697,2644,
122,578,488,691,2668,
123,570,485,692,2693,
124,556,482,693,2716,
125,546,482,687,2741,
126,533,489,686,2764,
127,523,491,690,2788,
128,512,502,699,2812,
129,501,505,708,2836,
130,492,507,705,2860,
131,472,496,698,2884,
