0,499,745,502,0,,,,
1,498,745,502,1,,x,y,z
2,499,745,502,2,,500.201,744.237,500.76
3,499,745,501,3,,,,
4,499,745,501,7,,,,
5,499,745,501,26,,,,
6,499,746,503,46,,,,
7,499,744,504,65,,,,
8,499,744,503,86,,,,
9,499,744,504,105,,,,
10,498,744,504,125,,,,
11,499,745,502,148,,,,
12,498,744,501,169,,,,
13,498,744,502,191,,,,
14,499,744,501,214,,,,
15,499,745,501,235,,,,
16,499,744,501,257,,,,
17,500,744,500,279,,,,
18,498,744,500,301,,,,
19,497,744,500,322,,,,
20,498,743,499,345,,,,
21,499,745,500,366,,,,
22,499,744,500,388,,,,
23,499,743,502,409,,,,
24,500,745,499,432,,,,
25,499,745,501,453,,,,
26,499,744,500,475,,,,
27,498,744,501,497,,,,
28,499,744,501,519,,,,
29,499,744,501,540,,,,
30,499,745,499,563,,,,
31,499,745,499,584,,,,
32,499,745,501,606,,,,
33,500,744,501,628,,,,
34,498,744,501,650,,,,
35,498,745,499,671,,,,
36,499,744,502,694,,,,
37,499,744,500,715,,,,
38,499,744,503,737,,,,
39,498,744,501,759,,,,
40,499,744,502,781,,,,
41,499,745,502,802,,,,
42,499,744,501,825,,,,
43,499,745,502,846,,,,
44,498,744,503,868,,,,
45,499,744,500,890,,,,
46,499,744,502,912,,,,
47,499,746,502,933,,,,
48,499,744,503,956,,,,
49,499,745,500,977,,,,
50,499,744,502,999,,,,
51,499,745,502,1021,,,,
52,498,745,501,1044,,,,
53,499,745,501,1067,,,,
54,499,743,502,1090,,,,
55,499,743,501,1113,,,,
56,499,744,502,1135,,,,
57,499,745,502,1159,,,,
58,499,745,500,1181,,,,
59,500,745,501,1204,,,,
60,499,745,500,1227,,,,
61,498,744,501,1250,,,,
62,500,744,503,1272,,,,
63,498,744,501,1296,,,,
64,500,746,502,1318,,,,
65,500,744,503,1341,,,,
66,500,745,502,1364,,,,
67,499,745,502,1387,,,,
68,500,745,502,1411,,,,
69,499,743,502,1433,,,,
70,500,743,503,1456,,,,
71,499,745,503,1479,,,,
72,500,744,502,1502,,,,
73,500,744,503,1524,,,,
74,499,744,502,1548,,,,
75,499,744,503,1570,,,,
76,501,744,504,1593,,,,
77,499,744,504,1616,,,,
78,500,745,502,1639,,,,
79,500,744,503,1661,,,,
80,499,744,504,1685,,,,
81,500,744,504,1708,,,,
82,499,744,502,1730,,,,
83,500,745,504,1754,,,,
84,500,745,503,1776,,,,
85,499,744,503,1799,,,,
86,500,744,504,1822,,,,
87,500,745,503,1845,,,,
88,499,744,503,1867,,,,
89,500,743,503,1891,,,,
90,499,744,504,1913,,,,
91,500,744,504,1936,,,,
92,500,744,504,1959,,,,
93,499,744,503,1982,,,,
94,500,746,504,2004,,,,
95,501,743,504,2028,,,,
96,500,745,504,2051,,,,
97,501,744,503,2073,,,,
98,500,745,502,2097,,,,
99,501,744,504,2119,,,,
100,500,744,504,2143,,,,
101,500,743,504,2166,,,,
102,501,745,503,2190,,,,
103,500,743,501,2214,,,,
104,501,744,501,2238,,,,
105,500,744,500,2262,,,,
106,501,742,502,2286,,,,
107,498,744,508,2310,,,,
108,499,743,501,2333,,,,
109,502,743,502,2358,,,,
110,498,743,507,2381,,,,
111,499,743,504,2405,,,,
112,499,744,502,2429,,,,
113,499,744,504,2453,,,,
114,498,745,505,2478,,,,
115,499,744,504,2501,,,,
116,499,745,503,2525,,,,
117,499,744,503,2549,,,,
118,499,745,503,2573,,,,
119,499,744,502,2596,,,,
120,499,743,501,2621,,,,
121,499,744,501,2644,,,,
122,499,744,500,2668,,,,
123,499,744,502,2693,,,,
124,499,743,501,2716,,,,
125,499,743,501,2741,,,,
126,500,744,502,2764,,,,
127,499,744,501,2788,,,,
128,498,745,501,2812,,,,
129,499,742,502,2836,,,,
130,499,744,503,2860,,,,
131,499,745,502,2884,,,,
132,499,744,503,2908,,,,
133,498,745,501,2931,,,,
134,499,746,500,2956,,,,
135,499,743,501,2979,,,,
136,499,745,502,3003,,,,
137,499,745,502,3027,,,,
138,499,745,502,3051,,,,
139,499,745,501,3076,,,,
140,499,744,502,3099,,,,
141,499,746,502,3123,,,,
142,498,745,502,3147,,,,
143,500,744,502,3171,,,,
144,499,745,502,3194,,,,
145,500,744,502,3219,,,,
146,499,744,502,3243,,,,
147,500,745,501,3266,,,,
148,500,745,501,3291,,,,
149,500,744,502,3314,,,,
150,499,744,501,3338,,,,
151,499,745,501,3362,,,,
152,499,744,500,3386,,,,
153,499,743,504,3410,,,,
154,498,744,501,3434,,,,
155,499,745,500,3458,,,,
156,499,743,503,3482,,,,
157,499,744,502,3506,,,,
158,499,745,502,3529,,,,
159,501,744,502,3554,,,,
160,501,744,500,3577,,,,
161,499,745,501,3601,,,,
162,499,744,501,3625,,,,
163,500,745,501,3649,,,,
164,500,742,501,3674,,,,
165,499,744,501,3697,,,,
166,500,744,500,3721,,,,
167,500,744,503,3745,,,,
168,499,743,502,3769,,,,
169,500,745,501,3792,,,,
170,500,744,500,3817,,,,
171,500,744,501,3841,,,,
172,499,744,501,3864,,,,
173,500,745,502,3889,,,,
174,499,744,501,3912,,,,
175,499,744,500,3936,,,,
176,500,745,501,3960,,,,
177,499,744,502,3984,,,,
178,500,744,501,4008,,,,
179,499,745,501,4032,,,,
180,500,744,502,4056,,,,
181,500,744,503,4080,,,,
182,500,745,501,4104,,,,
183,499,744,501,4127,,,,
184,500,744,501,4152,,,,
185,500,744,502,4175,,,,
186,500,745,502,4199,,,,
187,499,744,501,4224,,,,
188,499,743,501,4247,,,,
189,500,745,503,4272,,,,
190,499,745,503,4295,,,,
191,500,744,501,4319,,,,
192,499,744,501,4343,,,,
193,500,745,500,4367,,,,
194,500,745,501,4390,,,,
195,499,744,503,4415,,,,
196,500,745,502,4439,,,,
197,499,744,501,4462,,,,
198,500,746,501,4487,,,,
199,500,744,501,4510,,,,
200,501,745,502,4534,,,,
201,500,744,502,4558,,,,
202,499,744,502,4582,,,,
203,499,745,502,4606,,,,
204,500,744,501,4630,,,,
205,498,745,502,4654,,,,
206,498,745,501,4678,,,,
207,500,745,501,4702,,,,
208,500,744,502,4725,,,,
209,499,744,501,4750,,,,
210,499,744,502,4773,,,,
211,500,745,501,4797,,,,
212,500,744,502,4822,,,,
213,500,745,503,4845,,,,
214,499,745,501,4869,,,,
215,500,744,502,4893,,,,
216,499,744,501,4917,,,,
217,498,745,500,4941,,,,
218,499,744,501,4965,,,,
219,501,745,501,4988,,,,
220,499,742,503,5013,,,,
221,500,744,503,5037,,,,
222,499,745,500,5060,,,,
223,499,744,501,5085,,,,
224,500,744,501,5108,,,,
225,499,744,501,5132,,,,
226,500,743,502,5156,,,,
227,499,745,501,5180,,,,
228,499,745,502,5204,,,,
229,499,743,501,5228,,,,
230,500,745,501,5252,,,,
231,499,744,500,5276,,,,
232,501,744,503,5300,,,,
233,499,744,502,5323,,,,
234,499,746,500,5348,,,,
235,500,744,500,5371,,,,
236,500,744,502,5395,,,,
237,500,744,501,5420,,,,
238,499,745,500,5443,,,,
239,499,744,500,5467,,,,
240,499,743,501,5491,,,,
241,500,744,501,5515,,,,
242,500,745,500,5539,,,,
243,500,743,499,5563,,,,
244,500,743,499,5586,,,,
245,501,744,501,5611,,,,
246,500,744,500,5635,,,,
247,500,744,501,5658,,,,
248,500,745,501,5683,,,,
249,500,745,500,5706,,,,
250,500,744,501,5730,,,,
251,499,743,502,5754,,,,
252,499,744,501,5778,,,,
253,499,745,501,5803,,,,
254,500,744,500,5826,,,,
255,502,745,500,5850,,,,
256,500,743,499,5874,,,,
