0,507,518,695,0,
1,508,517,694,1,
2,508,516,695,2,
3,507,514,695,3,
4,507,509,695,7,
5,505,495,694,26,
6,511,489,690,46,
7,509,461,691,65,
8,509,448,690,86,
9,506,421,695,105,
10,503,389,698,125,
11,502,367,700,148,
12,496,343,711,169,
13,495,344,714,191,
14,496,358,703,214,
15,496,378,690,235,
16,499,394,688,257,
17,507,422,684,279,
18,509,445,682,301,
19,509,478,688,322,
20,506,502,692,345,
21,506,525,692,366,
22,512,551,701,388,
23,515,575,716,409,
24,516,595,719,432,
25,525,619,720,453,
26,526,627,720,475,
27,526,635,717,497,
28,525,631,712,519,
29,524,619,706,540,
30,523,598,691,563,
31,520,569,684,584,
32,518,557,693,606,
33,520,548,695,628,
34,515,527,693,650,
35,515,514,690,671,
36,514,475,694,694,
37,510,448,703,715,
38,507,421,707,737,
39,509,396,705,759,
40,503,356,702,781,
41,496,326,699,802,
42,489,315,708,825,
43,489,327,703,846,
44,490,349,690,868,
45,493,370,679,890,
46,497,395,678,912,
47,503,434,679,933,
48,505,469,686,956,
49,503,504,695,977,
50,505,537,700,999,
51,504,560,707,1021,
52,511,579,709,1044,
53,509,597,709,1067,
54,513,610,706,1090,
55,514,622,703,1113,
56,520,637,704,1135,
57,521,633,700,1159,
58,519,616,695,1181,
59,519,591,688,1204,
60,520,579,687,1227,
61,519,567,685,1250,
62,520,544,689,1272,
63,515,508,695,1296,
64,518,482,696,1318,
65,517,465,696,1341,
66,514,445,696,1364,
67,508,423,699,1387,
68,473,409,704,1411,
69,502,369,704,1433,
70,499,347,712,1456,
71,495,338,712,1479,
72,493,349,703,1502,
73,496,376,687,1524,
74,502,391,680,1548,
75,511,407,691,1570,
76,514,439,693,1593,
77,517,483,686,1616,
78,513,507,690,1639,
79,511,535,703,1661,
80,510,551,715,1685,
81,511,566,713,1708,
82,512,580,706,1730,
83,515,607,708,1754,
84,519,625,713,1776,
85,524,642,712,1799,
86,525,638,705,1822,
87,520,610,691,1845,
88,519,589,686,1867,
89,516,572,682,1891,
90,518,561,684,1913,
91,520,551,691,1936,
92,524,525,701,1959,
93,518,492,699,1982,
94,519,477,685,2004,
95,514,452,685,2028,
96,513,428,688,2051,
97,510,410,689,2073,
98,509,399,699,2097,
99,512,391,705,2119,
100,516,373,707,2143,
101,514,333,714,2166,
102,517,343,725,2190,
103,524,371,718,2214,
104,522,401,705,2238,
105,515,403,704,2262,
106,511,410,699,2286,
107,511,434,690,2310,
108,512,481,689,2333,
109,509,511,688,2358,
110,504,550,686,2381,
111,503,581,684,2405,
112,505,622,692,2429,
113,507,642,703,2453,
114,508,647,705,2478,
115,504,637,703,2501,
116,500,630,706,2525,
117,497,611,708,2549,
118,495,597,711,2573,
119,499,577,700,2596,
120,500,555,688,2621,
121,503,533,683,2644,
122,509,527,685,2668,
123,506,491,686,2693,
124,510,471,696,2716,
125,512,437,701,2741,
126,517,424,702,2764,
127,515,401,712,2788,
128,518,375,707,2812,
129,515,341,701,2836,
130,511,334,699,2860,
131,509,353,688,2884,
132,507,377,671,2908,
133,505,386,666,2931,
134,507,399,677,2956,
135,509,430,688,2979,
136,508,471,684,3003,
137,504,499,685,3027,
138,500,527,699,3051,
139,494,545,709,3076,
140,497,559,706,3099,
141,504,575,712,3123,
142,511,607,719,3147,
143,512,616,722,3171,
144,514,616,728,3194,
145,517,622,724,3219,
146,510,588,711,3243,
147,509,580,703,3266,
148,503,558,695,3291,
149,501,536,695,3314,
150,498,515,698,3338,
151,502,508,696,3362,
152,495,493,691,3386,
153,499,499,682,3410,
154,502,496,681,3434,
155,509,479,688,3458,
156,506,449,694,3482,
157,508,436,687,3506,
158,503,414,700,3529,
159,499,387,712,3554,
160,492,351,717,3577,
161,493,354,714,3601,
162,491,363,698,3625,
163,497,396,680,3649,
164,507,420,683,3674,
165,511,429,695,3697,
166,511,458,691,3721,
167,507,491,681,3745,
168,508,516,682,3769,
169,505,531,695,3792,
170,506,553,704,3817,
171,516,591,709,3841,
172,517,609,715,3864,
173,517,628,718,3889,
174,519,637,715,3912,
175,517,642,709,3936,
176,517,645,700,3960,
177,512,616,687,3984,
178,508,588,685,4008,
179,502,559,689,4032,
180,494,539,696,4056,
181,498,533,699,4080,
182,495,507,701,4104,
183,487,476,701,4127,
184,489,472,693,4152,
185,492,466,697,4175,
186,497,463,686,4199,
187,493,433,675,4224,
188,497,408,688,4247,
189,500,378,705,4272,
190,496,355,715,4295,
191,502,357,715,4319,
192,500,369,709,4343,
193,508,394,697,4367,
194,511,406,688,4390,
195,509,428,684,4415,
196,507,454,686,4439,
197,502,482,683,4462,
198,482,494,681,4487,
199,474,526,695,4510,
200,483,560,713,4534,
201,485,595,716,4558,
202,489,626,713,4582,
203,489,640,714,4606,
204,495,665,718,4630,
205,493,657,711,4654,
206,495,642,693,4678,
207,488,607,683,4702,
208,488,574,686,4725,
209,488,548,697,4750,
210,498,554,687,4773,
211,497,529,697,4797,
212,495,488,703,4822,
213,496,468,703,4845,
214,502,469,705,4869,
215,497,438,703,4893,
216,499,429,706,4917,
217,499,411,704,4941,
218,498,388,701,4965,
219,488,350,707,4988,
220,489,356,711,5013,
221,482,346,702,5037,
222,487,374,679,5060,
223,494,409,673,5085,
224,500,441,682,5108,
225,497,462,682,5132,
226,488,465,688,5156,
227,488,507,702,5180,
228,481,545,713,5204,
229,481,567,713,5228,
230,483,581,715,5252,
231,490,607,711,5276,
232,495,629,708,5300,
233,495,635,706,5323,
234,491,626,698,5348,
235,486,610,693,5371,
236,486,600,686,5395,
237,484,580,686,5420,
238,484,557,692,5443,
239,485,544,698,5467,
240,495,557,700,5491,
241,499,545,695,5515,
242,483,497,701,5539,
243,490,491,697,5563,
244,489,472,696,5586,
245,488,457,699,5611,
246,485,430,699,5635,
247,485,403,700,5658,
248,487,372,703,5683,
249,483,348,706,5706,
250,481,341,707,5730,
251,484,361,690,5754,
252,487,383,675,5778,
253,497,415,679,5803,
254,500,435,691,5826,
255,502,465,691,5850,
256,493,471,684,5874,
257,489,494,675,5898,
258,483,515,677,5921,
259,491,569,691,5946,
260,495,607,705,5969,
261,505,649,726,5993,
262,516,670,734,6018,
263,520,679,731,6041,
264,519,671,723,6065,
265,511,639,707,6089,
266,504,604,688,6113,
267,491,562,685,6137,
268,491,558,675,6161,
269,491,551,685,6184,
270,492,530,692,6209,
271,493,494,693,6233,
272,494,486,693,6256,
273,494,472,685,6281,
274,494,451,693,6304,
275,493,430,701,6328,
276,491,410,694,6352,
277,493,385,698,6376,
278,499,330,706,6400,
279,482,319,709,6424,
280,474,320,707,6448,
281,479,345,689,6472,
282,480,394,688,6496,
283,488,435,686,6519,
284,486,449,679,6544,
285,479,458,676,6567,
286,481,497,687,6591,
287,476,527,696,6616,
288,478,541,709,6639,
289,482,561,716,6663,
290,490,597,723,6687,
291,490,613,726,6711,
292,488,625,727,6735,
293,489,627,719,6759,
294,491,630,704,6782,
295,488,620,688,6807,
296,487,605,676,6831,
297,484,577,668,6854,
298,481,546,674,6879,
299,485,541,684,6902,
300,493,548,684,6926,
301,497,539,687,6950,
302,489,487,693,6974,
303,494,466,696,6998,
304,501,455,701,7022,
305,507,439,717,7046,
306,508,383,709,7070,
307,500,366,712,7094,
308,496,334,718,7117,
309,488,312,709,7142,
310,482,328,692,7165,
311,485,367,668,7189,
312,489,401,667,7214,
313,490,425,680,7237,
314,489,458,688,7261,
315,487,485,685,7285,
316,477,491,685,7309,
317,470,511,695,7333,
318,476,540,706,7357,
319,477,550,701,7380,
320,472,568,703,7405,
321,478,591,720,7429,
322,484,606,725,7452,
323,488,622,730,7477,
324,493,621,722,7500,
325,492,612,712,7524,
326,495,603,696,7548,
327,493,571,681,7572,
328,493,543,678,7596,
329,490,530,692,7620,
330,498,530,697,7644,
331,498,496,686,7668,
332,493,475,693,7692,
333,498,469,705,7715,
334,504,451,696,7740,
335,501,459,698,7763,
336,504,439,706,7787,
337,509,395,713,7812,
338,497,354,717,7835,
339,492,335,715,7859,
340,486,346,704,7883,
341,484,365,680,7907,
342,486,390,664,7930,
343,488,418,669,7955,
344,492,442,677,7979,
345,484,446,684,8003,
346,481,485,681,8027,
347,477,510,690,8050,
348,466,527,694,8075,
349,465,544,698,8098,
350,471,565,707,8122,
351,471,582,718,8146,
352,472,597,717,8170,
353,472,600,714,8194,
354,475,613,715,8218,
355,476,610,709,8242,
356,478,597,701,8266,
357,477,581,697,8290,
358,481,567,695,8313,
359,485,554,692,8338,
360,493,546,688,8361,
361,494,518,689,8385,
362,487,475,686,8410,
363,497,445,686,8433,
364,489,450,696,8457,
365,497,454,706,8481,
366,495,424,704,8505,
367,499,417,701,8528,
368,500,411,699,8553,
369,500,392,703,8577,
370,492,349,703,8601,
371,486,336,705,8625,
372,480,355,694,8648,
373,478,380,671,8673,
374,475,395,668,8696,
375,482,426,681,8720,
376,482,450,687,8744,
377,478,471,691,8768,
378,478,500,690,8792,
379,474,515,692,8816,
380,466,520,694,8840,
381,466,540,692,8864,
382,466,561,700,8888,
383,470,585,708,8911,
384,481,611,715,8936,
385,488,633,732,8960,
386,495,639,733,8983,
387,501,629,723,9008,
388,501,602,707,9031,
389,501,574,691,9055,
390,502,553,682,9079,
391,504,534,682,9103,
392,505,506,692,9126,
393,494,480,690,9151,
394,494,462,691,9175,
395,493,443,707,9199,
396,498,436,706,9223,
397,498,417,695,9246,
398,499,406,693,9271,
399,501,398,700,9294,
400,498,375,698,9318,
401,494,359,691,9342,
402,487,364,682,9366,
403,485,365,668,9390,
404,486,375,674,9414,
405,494,401,691,9438,
406,500,430,697,9461,
407,488,455,689,9486,
408,485,470,682,9509,
409,484,498,692,9534,
410,477,521,705,9558,
411,476,543,702,9581,
412,480,564,706,9606,
413,480,583,715,9629,
414,480,595,723,9653,
415,483,609,722,9677,
416,489,626,717,9701,
417,490,622,707,9724,
418,490,612,696,9749,
419,490,590,686,9773,
420,488,566,679,9797,
421,490,548,677,9821,
422,490,533,683,9844,
423,496,516,686,9869,
424,495,488,682,9892,
425,506,462,690,9916,
426,495,449,695,9940,
427,498,436,701,9964,
428,504,420,707,9988,
429,493,380,716,10012,
430,499,369,714,10037,
431,555,308,742,10062,
432,489,360,694,10087,
433,483,351,678,10112,
434,475,352,686,10137,
435,479,400,685,10162,
436,485,444,691,10186,
437,486,461,698,10212,
438,483,481,698,10236,
439,479,493,690,10262,
440,466,496,667,10287,
441,468,524,674,10311,
442,469,552,700,10337,
443,473,587,712,10361,
444,476,599,714,10386,
445,478,615,720,10412,
446,481,622,714,10436,
447,482,622,703,10462,
448,485,609,694,10486,
449,481,579,683,10511,
450,478,555,681,10536,
451,482,538,685,10561,
452,485,519,693,10586,
453,491,507,699,10611,
454,492,491,697,10636,
455,499,482,689,10661,
456,506,478,690,10686,
457,511,467,700,10711,
458,510,438,699,10736,
459,506,415,701,10761,
460,501,385,710,10785,
461,494,358,717,10811,
462,486,338,716,10835,
463,480,357,699,10861,
464,483,383,677,10886,
465,488,410,675,10910,
466,493,445,681,10936,
467,492,464,681,10960,
468,488,473,680,10985,
469,485,500,687,11011,
470,483,525,700,11035,
471,483,539,702,11061,
472,482,563,713,11085,
473,490,604,727,11110,
474,498,635,737,11136,
475,505,651,739,11160,
476,504,632,723,11185,
477,506,613,705,11210,
478,499,583,680,11235,
479,496,562,671,11260,
480,497,551,675,11285,
481,498,529,683,11310,
482,500,517,680,11335,
483,502,498,687,11360,
484,503,471,691,11384,
485,504,457,699,11410,
486,503,427,705,11435,
487,497,406,707,11460,
488,489,379,715,11485,
489,483,353,712,11509,
490,479,364,708,11535,
491,483,385,696,11559,
492,483,395,684,11584,
493,481,400,682,11610,
494,484,419,686,11634,
495,487,435,686,11660,
496,482,451,683,11684,
497,478,470,677,11709,
498,474,492,679,11735,
499,479,525,695,11759,
