0,492,508,297,0,,,,
1,491,507,297,1,,,,
2,491,507,298,2,,x,y,z
3,493,506,297,3,,492.325,506.815,298.707
4,491,509,299,7,,,,
5,490,508,298,26,,,,
6,490,507,298,46,,,,
7,491,508,299,65,,,,
8,490,506,299,86,,,,
9,491,506,299,105,,,,
10,491,508,299,125,,,,
11,490,507,299,148,,,,
12,490,506,298,169,,,,
13,491,509,299,191,,,,
14,492,508,299,214,,,,
15,492,506,299,235,,,,
16,491,509,297,257,,,,
17,490,508,296,279,,,,
18,492,507,299,301,,,,
19,492,507,297,322,,,,
20,491,507,298,345,,,,
21,491,506,300,366,,,,
22,490,507,299,388,,,,
23,490,508,299,409,,,,
24,490,507,300,432,,,,
25,491,508,299,453,,,,
26,491,508,299,475,,,,
27,491,507,299,497,,,,
28,491,508,297,519,,,,
29,493,510,296,540,,,,
30,493,507,298,563,,,,
31,490,508,297,584,,,,
32,492,509,299,606,,,,
33,490,509,299,628,,,,
34,491,507,300,650,,,,
35,492,505,301,671,,,,
36,490,510,298,694,,,,
37,492,508,300,715,,,,
38,492,510,298,737,,,,
39,492,508,297,759,,,,
40,492,509,299,781,,,,
41,490,510,298,802,,,,
42,491,508,299,825,,,,
43,492,506,299,846,,,,
44,491,506,299,868,,,,
45,492,511,298,890,,,,
46,492,508,299,912,,,,
47,491,508,299,933,,,,
48,492,510,299,956,,,,
49,492,509,300,977,,,,
50,491,508,299,999,,,,
51,492,508,298,1021,,,,
52,491,509,298,1044,,,,
53,492,509,299,1067,,,,
54,491,508,299,1090,,,,
55,492,509,301,1113,,,,
56,493,510,299,1135,,,,
57,493,508,299,1159,,,,
58,490,508,298,1181,,,,
59,492,507,298,1204,,,,
60,493,508,299,1227,,,,
61,491,508,299,1250,,,,
62,490,507,298,1272,,,,
63,491,509,299,1296,,,,
64,491,508,298,1318,,,,
65,492,509,299,1341,,,,
66,492,509,300,1364,,,,
67,491,509,299,1387,,,,
68,491,510,299,1411,,,,
69,493,509,299,1433,,,,
70,491,507,297,1456,,,,
71,492,509,299,1479,,,,
72,492,508,299,1502,,,,
73,493,511,300,1524,,,,
74,492,507,300,1548,,,,
75,492,509,299,1570,,,,
76,492,509,298,1593,,,,
77,492,509,298,1616,,,,
78,492,510,299,1639,,,,
79,491,510,299,1661,,,,
80,490,507,299,1685,,,,
81,490,507,298,1708,,,,
82,491,509,296,1730,,,,
83,493,507,299,1754,,,,
84,493,510,299,1776,,,,
85,492,507,300,1799,,,,
86,493,509,300,1822,,,,
87,494,511,300,1845,,,,
88,491,509,298,1867,,,,
89,492,507,297,1891,,,,
90,491,508,298,1913,,,,
91,492,509,299,1936,,,,
92,492,508,299,1959,,,,
93,492,509,299,1982,,,,
94,490,507,299,2004,,,,
95,492,507,298,2028,,,,
96,493,507,299,2051,,,,
97,494,508,301,2073,,,,
98,490,507,298,2097,,,,
99,491,507,299,2119,,,,
