0,490,264,501,0,
1,490,265,502,1,
2,491,265,501,2,
3,490,266,501,3,
4,490,267,502,7,
5,487,270,504,26,
6,487,268,504,46,
7,490,267,503,65,
8,490,264,502,86,
9,489,265,504,105,
10,490,266,504,125,
11,492,263,502,148,
12,490,264,504,169,
13,487,266,503,191,
14,490,267,503,214,
15,489,265,501,235,
16,489,269,501,257,
17,488,267,501,279,
18,489,265,502,301,
19,488,265,503,322,
20,490,265,503,345,
21,493,264,501,366,
22,489,265,504,388,
23,488,264,502,409,
24,491,266,501,432,
25,488,267,500,453,
26,488,268,501,475,
27,488,267,501,497,
28,489,264,502,519,
29,488,262,502,540,
30,489,267,504,563,
31,491,264,504,584,
32,490,265,505,606,
33,488,266,502,628,
34,487,269,501,650,
35,482,268,499,671,
36,484,268,498,694,
37,489,267,500,715,
38,488,268,501,737,
39,489,262,500,759,
40,490,262,500,781,
41,492,264,503,802,
42,486,268,501,825,
43,486,271,502,846,
44,486,269,503,868,
45,489,262,503,890,
46,488,264,503,912,
47,489,265,503,933,
48,489,267,501,956,
49,485,266,501,977,
50,486,268,503,999,
51,488,268,503,1021,
52,489,266,498,1044,
53,487,266,500,1067,
54,489,263,499,1090,
55,491,263,500,1113,
56,488,267,503,1135,
57,485,268,504,1159,
58,488,266,505,1181,
59,490,263,503,1204,
60,487,267,502,1227,
61,489,267,503,1250,
62,490,267,501,1272,
63,489,265,499,1296,
64,489,266,504,1318,
65,487,265,503,1341,
66,488,264,500,1364,
67,489,264,501,1387,
68,489,265,502,1411,
69,488,265,502,1433,
70,490,265,503,1456,
71,487,266,503,1479,
72,487,268,500,1502,
73,486,267,500,1524,
74,487,267,502,1548,
75,490,263,502,1570,
76,492,264,504,1593,
77,489,266,502,1616,
78,490,269,504,1639,
79,488,264,501,1661,
80,488,265,499,1685,
81,487,267,504,1708,
82,487,268,505,1730,
83,489,266,500,1754,
84,490,264,498,1776,
85,486,267,500,1799,
86,487,266,503,1822,
87,488,261,502,1845,
88,488,264,504,1867,
89,489,264,502,1891,
90,489,265,498,1913,
91,488,268,499,1936,
92,485,268,500,1959,
93,488,265,501,1982,
94,489,263,500,2004,
95,489,266,502,2028,
96,488,266,500,2051,
97,489,266,500,2073,
98,487,262,499,2097,
99,490,265,502,2119,
