0,503,697,619,0,
1,503,697,620,1,
2,504,697,619,2,
3,503,697,619,3,
4,504,697,619,7,
5,504,697,618,26,
6,504,695,618,46,
7,504,697,620,65,
8,504,696,621,86,
9,503,691,621,105,
10,502,695,622,125,
11,504,695,622,148,
12,504,695,619,169,
13,505,696,620,191,
14,506,698,620,214,
15,505,697,620,235,
16,503,695,620,257,
17,503,693,620,279,
18,503,691,619,301,
19,504,695,621,322,
20,505,697,622,345,
21,505,697,622,366,
22,504,695,620,388,
23,504,695,618,409,
24,504,693,618,432,
25,504,694,619,453,
26,504,697,620,475,
27,505,698,623,497,
28,504,697,622,519,
29,503,693,621,540,
30,503,695,619,563,
31,503,693,619,584,
32,504,693,619,606,
33,503,695,621,628,
34,505,695,620,650,
35,504,695,621,671,
36,503,696,620,694,
37,504,695,621,715,
38,505,696,620,737,
39,505,696,619,759,
40,505,695,620,781,
41,505,696,620,802,
42,504,696,619,825,
43,504,694,621,846,
44,504,696,622,868,
45,503,694,621,890,
46,503,695,619,912,
47,504,694,619,933,
48,506,697,620,956,
49,506,697,622,977,
50,504,698,621,999,
51,503,695,620,1021,
52,502,692,621,1044,
53,503,693,619,1067,
54,503,695,620,1090,
55,505,698,623,1113,
56,505,697,621,1135,
57,504,694,619,1159,
58,505,697,619,1181,
59,505,695,619,1204,
60,504,695,619,1227,
61,504,697,621,1250,
62,503,696,622,1272,
63,504,695,621,1296,
64,503,693,620,1318,
65,503,693,620,1341,
66,504,695,620,1364,
67,505,694,620,1387,
68,504,696,620,1411,
69,505,697,620,1433,
70,503,694,619,1456,
71,503,695,620,1479,
72,504,695,620,1502,
73,505,695,621,1524,
74,503,696,619,1548,
75,504,694,619,1570,
76,504,694,619,1593,
77,504,695,621,1616,
78,504,695,622,1639,
79,502,694,620,1661,
80,504,693,620,1685,
81,504,694,619,1708,
82,505,696,621,1730,
83,507,700,623,1754,
84,504,697,622,1776,
85,501,693,619,1799,
86,503,692,620,1822,
87,503,693,619,1845,
88,503,694,619,1867,
89,504,695,621,1891,
90,505,698,622,1913,
91,504,697,620,1936,
92,504,694,617,1959,
93,504,695,619,1982,
94,504,696,619,2004,
95,505,695,621,2028,
96,502,694,621,2051,
97,503,694,621,2073,
98,504,694,622,2097,
99,504,693,620,2119,
