0,737,502,495,0,,,,,
1,736,503,495,1,,,,,
2,737,502,494,2,,,x,y,z
3,736,501,495,3,,,735.729,501.498,494.752
4,735,502,496,7,,,,,
5,736,501,495,26,,,,,
6,736,502,495,46,,,,,
7,736,501,494,65,,,,,
8,736,502,495,86,,,,,
9,735,501,495,105,,,,,
10,736,502,495,125,,,,,
11,737,503,495,148,,,,,
12,735,501,494,169,,,,,
13,735,501,494,191,,,,,
14,737,502,494,214,,,,,
15,736,502,495,235,,,,,
16,736,501,495,257,,,,,
17,735,501,494,279,,,,,
18,736,502,494,301,,,,,
19,736,502,495,322,,,,,
20,736,501,494,345,,,,,
21,736,501,495,366,,,,,
22,735,502,495,388,,,,,
23,737,501,495,409,,,,,
24,736,502,495,432,,,,,
25,735,501,495,453,,,,,
26,737,501,494,475,,,,,
27,735,502,495,497,,,,,
28,736,501,495,519,,,,,
29,735,501,495,540,,,,,
30,736,502,494,563,,,,,
31,735,501,495,584,,,,,
32,735,501,494,606,,,,,
33,736,502,495,628,,,,,
34,736,501,495,650,,,,,
35,738,503,496,671,,,,,
36,736,502,495,694,,,,,
37,735,501,495,715,,,,,
38,735,502,494,737,,,,,
39,736,502,496,759,,,,,
40,735,502,495,781,,,,,
41,737,501,496,802,,,,,
42,736,501,494,825,,,,,
43,735,501,495,846,,,,,
44,736,502,495,868,,,,,
45,736,502,495,890,,,,,
46,736,501,496,912,,,,,
47,736,501,495,933,,,,,
48,736,502,495,956,,,,,
49,735,502,494,977,,,,,
50,736,502,494,999,,,,,
51,736,502,495,1021,,,,,
52,736,501,495,1044,,,,,
53,736,501,495,1067,,,,,
54,735,501,495,1090,,,,,
55,735,501,495,1113,,,,,
56,735,502,494,1135,,,,,
57,736,502,495,1159,,,,,
58,736,502,496,1181,,,,,
59,735,501,494,1204,,,,,
60,736,502,495,1227,,,,,
61,736,501,495,1250,,,,,
62,735,501,494,1272,,,,,
63,735,502,495,1296,,,,,
64,736,502,496,1318,,,,,
65,735,502,495,1341,,,,,
66,735,502,496,1364,,,,,
67,736,501,495,1387,,,,,
68,736,502,496,1411,,,,,
69,736,500,495,1433,,,,,
70,736,502,495,1456,,,,,
71,735,501,495,1479,,,,,
72,736,502,495,1502,,,,,
73,735,502,494,1524,,,,,
74,735,501,494,1548,,,,,
75,735,501,495,1570,,,,,
76,736,501,494,1593,,,,,
77,737,502,494,1616,,,,,
78,736,502,497,1639,,,,,
79,736,502,495,1661,,,,,
80,736,501,495,1685,,,,,
81,735,501,495,1708,,,,,
82,736,503,495,1730,,,,,
83,737,501,495,1754,,,,,
84,736,502,496,1776,,,,,
85,735,501,495,1799,,,,,
86,735,501,494,1822,,,,,
87,736,502,495,1845,,,,,
88,736,502,495,1867,,,,,
89,735,502,495,1891,,,,,
90,735,501,494,1913,,,,,
91,737,502,495,1936,,,,,
92,736,502,495,1959,,,,,
93,735,502,496,1982,,,,,
94,736,501,494,2004,,,,,
95,736,501,495,2028,,,,,
96,735,500,495,2051,,,,,
97,736,502,495,2073,,,,,
98,736,501,496,2097,,,,,
99,734,501,495,2119,,,,,
100,737,502,494,2143,,,,,
101,735,501,496,2166,,,,,
102,736,501,495,2190,,,,,
103,736,501,494,2214,,,,,
104,736,501,495,2238,,,,,
105,736,501,495,2262,,,,,
106,735,502,495,2286,,,,,
107,736,502,495,2310,,,,,
108,738,500,495,2333,,,,,
109,735,501,494,2358,,,,,
110,736,502,495,2381,,,,,
111,736,502,495,2405,,,,,
112,736,501,493,2429,,,,,
113,736,502,494,2453,,,,,
114,736,500,494,2478,,,,,
115,737,502,496,2501,,,,,
116,736,501,495,2525,,,,,
117,736,501,495,2549,,,,,
118,736,501,495,2573,,,,,
119,736,502,495,2596,,,,,
120,736,501,495,2621,,,,,
121,735,501,496,2644,,,,,
122,736,501,495,2668,,,,,
123,736,502,495,2693,,,,,
124,735,501,495,2716,,,,,
125,736,502,496,2741,,,,,
126,736,502,494,2764,,,,,
127,736,502,494,2788,,,,,
128,736,501,495,2812,,,,,
129,735,500,495,2836,,,,,
130,736,502,494,2860,,,,,
131,735,501,495,2884,,,,,
132,736,502,496,2908,,,,,
133,735,500,494,2931,,,,,
134,735,500,494,2956,,,,,
135,735,501,495,2979,,,,,
136,736,501,494,3003,,,,,
137,736,502,495,3027,,,,,
138,736,501,495,3051,,,,,
139,736,502,494,3076,,,,,
140,736,502,494,3099,,,,,
141,736,502,495,3123,,,,,
142,737,501,495,3147,,,,,
143,735,500,494,3171,,,,,
144,736,502,495,3194,,,,,
145,736,502,496,3219,,,,,
146,736,502,495,3243,,,,,
147,736,502,495,3266,,,,,
148,736,502,496,3291,,,,,
149,736,502,496,3314,,,,,
150,735,501,496,3338,,,,,
151,736,503,495,3362,,,,,
152,736,501,495,3386,,,,,
153,736,501,495,3410,,,,,
154,736,502,494,3434,,,,,
155,736,501,495,3458,,,,,
156,736,501,494,3482,,,,,
157,735,502,495,3506,,,,,
158,737,500,495,3529,,,,,
159,735,503,495,3554,,,,,
160,736,502,495,3577,,,,,
161,736,502,495,3601,,,,,
162,736,501,495,3625,,,,,
163,736,503,495,3649,,,,,
164,735,501,495,3674,,,,,
165,735,502,495,3697,,,,,
166,736,503,495,3721,,,,,
167,736,502,495,3745,,,,,
168,736,502,495,3769,,,,,
169,736,501,495,3792,,,,,
170,735,502,495,3817,,,,,
171,736,502,495,3841,,,,,
172,736,502,495,3864,,,,,
173,736,502,495,3889,,,,,
174,735,501,495,3912,,,,,
175,735,501,495,3936,,,,,
176,735,502,493,3960,,,,,
177,736,501,494,3984,,,,,
178,737,501,495,4008,,,,,
179,736,502,495,4032,,,,,
180,736,502,494,4056,,,,,
181,736,501,494,4080,,,,,
182,736,502,496,4104,,,,,
183,736,502,494,4127,,,,,
184,735,500,494,4152,,,,,
185,736,501,495,4175,,,,,
186,736,501,495,4199,,,,,
187,736,502,495,4224,,,,,
188,735,501,495,4247,,,,,
189,735,501,493,4272,,,,,
190,736,502,494,4295,,,,,
191,735,502,496,4319,,,,,
192,736,502,495,4343,,,,,
193,737,501,495,4367,,,,,
194,735,503,496,4390,,,,,
195,735,502,495,4415,,,,,
196,736,503,495,4439,,,,,
197,736,500,495,4462,,,,,
198,735,502,496,4487,,,,,
199,736,501,495,4510,,,,,
200,735,502,495,4534,,,,,
201,735,501,495,4558,,,,,
202,735,501,494,4582,,,,,
203,737,502,495,4606,,,,,
204,735,501,495,4630,,,,,
205,737,501,494,4654,,,,,
206,735,501,494,4678,,,,,
207,736,502,494,4702,,,,,
208,736,502,495,4725,,,,,
209,736,502,495,4750,,,,,
210,736,501,495,4773,,,,,
211,735,502,495,4797,,,,,
212,736,501,494,4822,,,,,
213,736,502,494,4845,,,,,
214,736,502,495,4869,,,,,
215,736,502,496,4893,,,,,
216,736,502,494,4917,,,,,
217,735,501,495,4941,,,,,
218,736,501,495,4965,,,,,
219,735,501,494,4988,,,,,
220,736,500,494,5013,,,,,
221,736,501,495,5037,,,,,
222,735,502,495,5060,,,,,
223,736,502,495,5085,,,,,
224,737,501,494,5108,,,,,
225,736,501,495,5132,,,,,
226,736,502,494,5156,,,,,
227,735,502,495,5180,,,,,
228,736,502,495,5204,,,,,
229,736,501,495,5228,,,,,
230,734,500,495,5252,,,,,
231,735,502,495,5276,,,,,
232,736,502,495,5300,,,,,
233,736,501,494,5323,,,,,
234,734,501,495,5348,,,,,
235,736,502,495,5371,,,,,
236,736,502,494,5395,,,,,
237,737,502,495,5420,,,,,
238,736,501,496,5443,,,,,
239,736,502,495,5467,,,,,
240,737,502,495,5491,,,,,
241,736,501,496,5515,,,,,
242,736,501,494,5539,,,,,
243,735,501,494,5563,,,,,
244,736,500,495,5586,,,,,
245,736,501,494,5611,,,,,
246,736,501,495,5635,,,,,
247,735,500,494,5658,,,,,
248,736,502,495,5683,,,,,
249,736,502,495,5706,,,,,
250,736,501,496,5730,,,,,
251,735,502,496,5754,,,,,
252,735,503,494,5778,,,,,
253,736,502,495,5803,,,,,
254,736,502,496,5826,,,,,
255,736,501,494,5850,,,,,
256,736,503,495,5874,,,,,
257,735,502,496,5898,,,,,
258,736,502,496,5921,,,,,
259,735,502,494,5946,,,,,
260,735,501,494,5969,,,,,
